cell,cell_index
ACH-000488,223
ACH-000489,224
ACH-000490,225
ACH-000491,226
ACH-000493,227
ACH-000500,228
ACH-000501,229
ACH-000502,230
ACH-000503,231
ACH-000504,232
ACH-000507,233
ACH-000510,234
ACH-000511,235
ACH-000514,236
ACH-000517,237
ACH-000518,238
ACH-000520,239
ACH-000521,240
ACH-000522,241
ACH-000524,242
ACH-000525,243
ACH-000527,244
ACH-000528,245
ACH-000532,246
ACH-000533,247
ACH-000535,248
ACH-000542,249
ACH-000544,250
ACH-000545,251
ACH-000546,252
ACH-000547,253
ACH-000548,254
ACH-000550,255
ACH-000551,256
ACH-000552,257
ACH-000554,258
ACH-000556,259
ACH-000557,260
ACH-000558,261
ACH-000561,262
ACH-000562,263
ACH-000565,264
ACH-000570,265
ACH-000571,266
ACH-000573,267
ACH-000577,268
ACH-000579,269
ACH-000580,270
ACH-000581,271
ACH-000584,272
ACH-000585,273
ACH-000587,274
ACH-000589,275
ACH-000591,276
ACH-000592,277
ACH-000593,278
ACH-000595,279
ACH-000596,280
ACH-000597,281
ACH-000600,282
ACH-000601,283
ACH-000602,284
ACH-000605,285
ACH-000606,286
ACH-000609,287
ACH-000614,288
ACH-000616,289
ACH-000618,290
ACH-000620,291
ACH-000621,292
ACH-000622,293
ACH-000623,294
ACH-000624,295
ACH-000627,296
ACH-000630,297
ACH-000633,298
ACH-000634,299
ACH-000637,300
ACH-000638,301
ACH-000646,302
ACH-000647,303
ACH-000649,304
ACH-000651,305
ACH-000652,306
ACH-000655,307
ACH-000657,308
ACH-000661,309
ACH-000662,310
ACH-000663,311
ACH-000665,312
ACH-000666,313
ACH-000667,314
ACH-000671,315
ACH-000673,316
ACH-000676,317
ACH-000677,318
ACH-000680,319
ACH-000681,320
ACH-000682,321
ACH-000683,322
ACH-000684,323
ACH-000685,324
ACH-000688,325
ACH-000695,326
ACH-000696,327
ACH-000698,328
ACH-000699,329
ACH-000701,330
ACH-000704,331
ACH-000706,332
ACH-000709,333
ACH-000711,334
ACH-000713,335
ACH-000717,336
ACH-000718,337
ACH-000719,338
ACH-000720,339
ACH-000721,340
ACH-000722,341
ACH-000724,342
ACH-000725,343
ACH-000732,344
ACH-000734,345
ACH-000735,346
ACH-000736,347
ACH-000738,348
ACH-000739,349
ACH-000740,350
ACH-000741,351
ACH-000746,352
ACH-000753,353
ACH-000756,354
ACH-000757,355
ACH-000758,356
ACH-000762,357
ACH-000764,358
ACH-000765,359
ACH-000766,360
ACH-000767,361
ACH-000768,362
ACH-000769,363
ACH-000770,364
ACH-000771,365
ACH-000774,366
ACH-000775,367
ACH-000776,368
ACH-000777,369
ACH-000778,370
ACH-000783,371
ACH-000784,372
ACH-000785,373
ACH-000787,374
ACH-000790,375
ACH-000791,376
ACH-000792,377
ACH-000793,378
ACH-000794,379
ACH-000796,380
ACH-000799,381
ACH-000800,382
ACH-000801,383
ACH-000802,384
ACH-000805,385
ACH-000809,386
ACH-000810,387
ACH-000811,388
ACH-000819,389
ACH-000820,390
ACH-000822,391
ACH-000823,392
ACH-000824,393
ACH-000826,394
ACH-000827,395
ACH-000831,396
ACH-000832,397
ACH-000834,398
ACH-000836,399
ACH-000837,400
ACH-000839,401
ACH-000840,402
ACH-000841,403
ACH-000843,404
ACH-000845,405
ACH-000847,406
ACH-000848,407
ACH-000851,408
ACH-000853,409
ACH-000855,410
ACH-000856,411
ACH-000858,412
ACH-000859,413
ACH-000860,414
ACH-000861,415
ACH-000863,416
ACH-000864,417
ACH-000865,418
ACH-000866,419
ACH-000867,420
ACH-000869,421
ACH-000872,422
ACH-000873,423
ACH-000876,424
ACH-000879,425
ACH-000880,426
ACH-000881,427
ACH-000882,428
ACH-000886,429
ACH-000887,430
ACH-000888,431
ACH-000890,432
ACH-000894,433
ACH-000898,434
ACH-000899,435
ACH-000901,436
ACH-000903,437
ACH-000905,438
ACH-000906,439
ACH-000907,440
ACH-000910,441
ACH-000911,442
ACH-000912,443
ACH-000913,444
ACH-000915,445
ACH-000916,446
ACH-000917,447
ACH-000919,448
ACH-000921,449
ACH-000924,450
ACH-000926,451
ACH-000928,452
ACH-000929,453
ACH-000932,454
ACH-000934,455
ACH-000936,456
ACH-000939,457
ACH-000941,458
ACH-000945,459
ACH-000946,460
ACH-000947,461
ACH-000948,462
ACH-000950,463
ACH-000956,464
ACH-000957,465
ACH-000958,466
ACH-000959,467
ACH-000961,468
ACH-000962,469
ACH-000963,470
ACH-000965,471
ACH-000966,472
ACH-000969,473
ACH-000970,474
ACH-000971,475
ACH-000973,476
ACH-000974,477
ACH-000975,478
ACH-000977,479
ACH-000978,480
ACH-000980,481
ACH-000983,482
ACH-000984,483
ACH-000985,484
ACH-000986,485
ACH-000988,486
ACH-000991,487
ACH-000993,488
ACH-000994,489
ACH-000996,490
ACH-001028,491
ACH-001031,492
ACH-001033,493
ACH-001036,494
ACH-001038,495
ACH-001041,496
ACH-001048,497
ACH-001054,498
ACH-001061,499
ACH-001067,500
ACH-001075,501
ACH-001098,502
ACH-001099,503
ACH-001128,504
ACH-001129,505
ACH-001145,506
ACH-001151,507
ACH-001163,508
ACH-001172,509
ACH-001183,510
ACH-001190,511
ACH-001193,512
ACH-001194,513
ACH-001228,514
ACH-001229,515
ACH-001232,516
ACH-001239,517
ACH-001278,518
ACH-001279,519
ACH-001289,520
ACH-001318,521
ACH-001328,522
ACH-001329,523
ACH-001332,524
ACH-001333,525
ACH-001334,526
ACH-001335,527
ACH-001336,528
ACH-001340,529
ACH-001341,530
ACH-001345,531
ACH-001346,532
ACH-001347,533
ACH-001356,534
ACH-001360,535
ACH-001368,536
ACH-001370,537
ACH-001374,538
ACH-001375,539
ACH-001377,540
ACH-001379,541
ACH-001380,542
ACH-001382,543
ACH-001385,544
ACH-001386,545
ACH-001388,546
ACH-001389,547
ACH-001390,548
ACH-001391,549
ACH-001392,550
ACH-001393,551
ACH-001394,552
ACH-001396,553
ACH-001398,554
ACH-001399,555
ACH-001402,556
ACH-001403,557
ACH-001407,558
ACH-001409,559
ACH-001411,560
ACH-001412,561
ACH-001413,562
ACH-001415,563
ACH-001416,564
ACH-001418,565
ACH-001419,566
ACH-001422,567
ACH-001442,568
ACH-001443,569
ACH-001454,570
ACH-001458,571
ACH-001459,572
ACH-001460,573
ACH-001461,574
ACH-001495,575
ACH-001496,576
ACH-001497,577
ACH-001500,578
ACH-001509,579
ACH-001510,580
ACH-001511,581
ACH-001513,582
ACH-001515,583
ACH-001517,584
ACH-001518,585
ACH-001521,586
ACH-001522,587
ACH-001523,588
ACH-001524,589
ACH-001525,590
ACH-001528,591
ACH-001529,592
ACH-001532,593
ACH-001542,594
ACH-001543,595
ACH-001549,596
ACH-001550,597
ACH-001551,598
ACH-001552,599
ACH-001563,600
ACH-001566,601
ACH-001567,602
ACH-001568,603
ACH-001570,604
ACH-001574,605
ACH-001577,606
ACH-001605,607
ACH-001608,608
ACH-001609,609
ACH-001610,610
ACH-001611,611
ACH-001618,612
ACH-001622,613
ACH-001623,614
ACH-001625,615
ACH-001626,616
ACH-001627,617
ACH-001628,618
ACH-001632,619
ACH-001641,620
ACH-001645,621
ACH-001647,622
ACH-001648,623
ACH-001649,624
ACH-001650,625
ACH-001651,626
ACH-001652,627
ACH-001653,628
ACH-001654,629
ACH-001655,630
ACH-001656,631
ACH-001664,632
ACH-001670,633
ACH-001687,634
ACH-001688,635
ACH-001690,636
ACH-001692,637
ACH-001696,638
ACH-001698,639
ACH-001699,640
ACH-001701,641
ACH-001711,642
ACH-001719,643
ACH-001819,644
ACH-001820,645
ACH-001853,646
ACH-001970,647
ACH-001973,648
ACH-001982,649
ACH-001991,650
ACH-001999,651
ACH-002001,652
ACH-002002,653
ACH-002003,654
ACH-002005,655
ACH-002019,656
ACH-002021,657
ACH-002024,658
ACH-002025,659
ACH-002026,660
ACH-002029,661
ACH-002039,662
ACH-002041,663
ACH-002042,664
ACH-002044,665
ACH-002045,666
ACH-002046,667
ACH-002061,668
ACH-002084,669
ACH-002446,670
ACH-002458,671
ACH-002459,672
ACH-002460,673
ACH-002461,674
ACH-002508,675
ACH-002510,676
ACH-002511,677
ACH-002512,678
ACH-002659,679
ACH-002664,680
ACH-002669,681
ACH-002672,682
ACH-002847,683
