cell,cell_index
GSM496018,421
GSM496019.2,422
GSM496020.2,423
GSM496021.2,424
GSM496022,425
GSM496023.2,426
GSM496024,427
GSM496025,428
GSM496026,429
GSM496027,430
GSM496028,431
GSM496029,432
GSM496030,433
GSM496031,434
GSM496032.2,435
GSM496033,436
GSM496034,437
GSM496035,438
GSM496036.2,439
GSM496037.2,440
GSM496038,441
GSM496039,442
GSM496040.2,443
GSM496041.2,444
GSM496042.2,445
GSM496043.2,446
GSM1876004,447
GSM1876006,448
GSM1876020,449
GSM4171500,450
GSM4171502,451
GSM4171504,452
GSM4171505,453
GSM4171508,454
GSM4171511,455
GSM4171514,456
GSM4171516,457
GSM4171518,458
GSM4171529,459
GSM4171533,460
GSM4171537,461
GSM4171538,462
GSM4171539,463
GSM4171542,464
GSM4171545,465
GSM4171547,466
GSM4171548,467
GSM4171551,468
GSM4171553,469
GSM4171557,470
GSM4171558,471
GSM4171559,472
GSM4171560,473
GSM4171562,474
GSM4171563,475
GSM4171565,476
GSM4171566,477
GSM4171569,478
GSM4171577,479
GSM4171583,480
GSM1233005,481
GSM1232992,482
GSM1232993,483
GSM1232995,484
GSM1233002,485
GSM1233003,486
GSM1233007,487
GSM1233010,488
GSM1233013,489
GSM1233014,490
GSM1233015,491
GSM1233016,492
GSM1233018,493
GSM1233019,494
GSM1233021,495
GSM1233024,496
GSM1233025,497
GSM1233029,498
GSM1233030,499
GSM1233031,500
GSM1233032,501
GSM1233035,502
GSM1233038,503
GSM1233039,504
GSM1233042,505
GSM1233043,506
GSM1233044,507
GSM1233046,508
GSM1233049,509
GSM1233051,510
GSM1233054,511
GSM1233057,512
GSM1233060,513
GSM1233062,514
GSM1233064,515
GSM1233068,516
GSM1233073,517
GSM1233075,518
GSM1233078,519
GSM1233079,520
GSM1233082,521
GSM1233083,522
GSM1233091,523
GSM1233093,524
GSM1233095,525
GSM1233096,526
GSM1233101,527
GSM1233105,528
GSM1233115,529
GSM1233117,530
GSM1233118,531
GSM1619388,532
GSM1619395,533
GSM1619397,534
GSM1619399,535
GSM1619404,536
GSM1619410,537
GSM1619411,538
GSM1619415,539
GSM1619416,540
GSM1619417,541
GSM1619418,542
GSM1619419,543
GSM1619426,544
GSM1619427,545
GSM1619429,546
GSM1619430,547
GSM1619433,548
GSM1619446,549
GSM1619449,550
GSM1619453,551
GSM1619458,552
GSM1619463,553
GSM1619473,554
GSM508067,555
GSM508129,556
GSM508185,557
GSM508188,558
GSM1619389,559
GSM1619392,560
GSM1619394,561
GSM1619396,562
GSM1619401,563
GSM1619402,564
GSM1619403,565
GSM1619405,566
GSM1619407,567
GSM1619412,568
GSM1619414,569
GSM1619423,570
GSM1619424,571
GSM1619428,572
GSM1619435,573
GSM1619437,574
GSM1619439,575
GSM1619444,576
GSM1619445,577
GSM1619450,578
GSM1619452,579
GSM1619454,580
GSM1619455,581
GSM1619456,582
GSM1619459,583
GSM1619461,584
GSM1619466,585
GSM1619467,586
GSM1619469,587
GSM1619472,588
GSM1619474,589
GSM505327,590
GSM505328,591
GSM505329,592
GSM505330,593
GSM505331,594
GSM505334,595
GSM505335,596
GSM505336,597
GSM505337,598
GSM505338,599
GSM505339,600
GSM505340,601
GSM505341,602
GSM505342,603
GSM505343,604
GSM505344,605
GSM505345,606
GSM505346,607
GSM505347,608
GSM505348,609
GSM505349,610
GSM505350,611
GSM505351,612
GSM505352,613
GSM505353,614
GSM505354,615
GSM505355,616
GSM505356,617
GSM505357,618
GSM505358,619
GSM505359,620
GSM505360,621
GSM505361,622
GSM505362,623
GSM505363,624
GSM505364,625
GSM505365,626
GSM505366,627
GSM505367,628
GSM505368,629
GSM505369,630
GSM505370,631
GSM505371,632
GSM505372,633
GSM505373,634
GSM505374,635
GSM505375,636
GSM505376,637
GSM505377,638
GSM505378,639
GSM505379,640
GSM505382,641
GSM505383,642
GSM505384,643
GSM505385,644
GSM505386,645
GSM505387,646
GSM505388,647
GSM505389,648
GSM505390,649
GSM505391,650
GSM505392,651
GSM505393,652
GSM505396,653
GSM505397,654
GSM505398,655
GSM505399,656
GSM505400,657
GSM505401,658
GSM505402,659
GSM505403,660
GSM505404,661
GSM505405,662
GSM505406,663
GSM505407,664
GSM505408,665
GSM505409,666
GSM505410,667
GSM505411,668
GSM505412,669
GSM505413,670
GSM505414,671
GSM505415,672
GSM505416,673
GSM505417,674
GSM505418,675
GSM505419,676
GSM505420,677
GSM505421,678
GSM505422,679
GSM505423,680
GSM505424,681
GSM505425,682
GSM505426,683
GSM505427,684
GSM505428,685
GSM505429,686
GSM505430,687
GSM505431,688
GSM505432,689
GSM505433,690
GSM505435,691
GSM505436,692
GSM505438,693
GSM505439,694
GSM505440,695
GSM505441,696
GSM505442,697
GSM505443,698
GSM505444,699
GSM505446,700
GSM505448,701
GSM505449,702
GSM505450,703
GSM505451,704
GSM505452,705
GSM505453,706
GSM505454,707
GSM505455,708
GSM505456,709
GSM505457,710
GSM505458,711
GSM505459,712
GSM505460,713
GSM505461,714
GSM505462,715
GSM505463,716
GSM505464,717
GSM505465,718
GSM505466,719
GSM505467,720
GSM505468,721
GSM505469,722
GSM505471,723
GSM505472,724
GSM505473,725
GSM505474,726
GSM505475,727
GSM505476,728
GSM505477,729
GSM505478,730
GSM505479,731
GSM505480,732
GSM505481,733
GSM505482,734
GSM505483,735
GSM505484,736
GSM505485,737
GSM505486,738
GSM505487,739
GSM505488,740
GSM505500,741
GSM505503,742
GSM505504,743
GSM505505,744
GSM505506,745
GSM505508,746
GSM505510,747
GSM505512,748
GSM505513,749
GSM505514,750
GSM505515,751
GSM505516,752
GSM505517,753
GSM505520,754
GSM505524,755
GSM505527,756
GSM505528,757
GSM505534,758
GSM505535,759
GSM505536,760
GSM505537,761
GSM505540,762
GSM505541,763
GSM505542,764
GSM505543,765
GSM505544,766
GSM505545,767
GSM505547,768
GSM505548,769
GSM505551,770
GSM505552,771
GSM505558,772
GSM505559,773
GSM505560,774
GSM505561,775
GSM505562,776
GSM505563,777
GSM505564,778
GSM505566,779
GSM505567,780
GSM505568,781
GSM505569,782
GSM505571,783
GSM505573,784
GSM505574,785
GSM505577,786
GSM505581,787
GSM505582,788
GSM505583,789
GSM505584,790
GSM505589,791
GSM505591,792
GSM505594,793
GSM505596,794
GSM505597,795
GSM505598,796
GSM505601,797
GSM505602,798
GSM505603,799
GSM505605,800
GSM549235,801
GSM549239,802
GSM549240,803
GSM549241,804
GSM549243,805
GSM549247,806
GSM549258,807
GSM549259,808
GSM549261,809
GSM549264,810
GSM549266,811
GSM549268,812
GSM549269,813
GSM549270,814
GSM549272,815
GSM549274,816
GSM549275,817
GSM549276,818
GSM549277,819
GSM549279,820
GSM549280,821
GSM549281,822
GSM549283,823
GSM549284,824
GSM549285,825
GSM549286,826
GSM549288,827
GSM549292,828
GSM549293,829
GSM549294,830
GSM549295,831
GSM549297,832
GSM549299,833
GSM549300,834
GSM549301,835
GSM549302,836
GSM549304,837
GSM549305,838
GSM549306,839
GSM549307,840
GSM549308,841
GSM750748,842
GSM750753,843
GSM1875975,844
GSM1875979,845
GSM1875982,846
GSM1875987,847
GSM1875988,848
GSM1619387,849
GSM1619390,850
GSM1619391,851
GSM1619393,852
GSM1619398,853
GSM1619400,854
GSM1619406,855
GSM1619408,856
GSM1619409,857
GSM1619413,858
GSM1619420,859
GSM1619421,860
GSM1619422,861
GSM1619425,862
GSM1619431,863
GSM1619432,864
GSM1619434,865
GSM1619436,866
GSM1619438,867
GSM1619440,868
GSM1619441,869
GSM1619442,870
GSM1619443,871
GSM1619447,872
GSM1619448,873
GSM1619451,874
GSM1619457,875
GSM1619460,876
GSM1619462,877
GSM1619464,878
GSM1619465,879
GSM1619468,880
GSM1619470,881
GSM1619471,882
GSM1875901,883
GSM1875903,884
GSM1875904,885
GSM1875905,886
GSM1875906,887
GSM1875908,888
GSM1875909,889
GSM1875910,890
GSM1875911,891
GSM1875912,892
GSM1875913,893
GSM1875915,894
GSM1875921,895
GSM1875922,896
GSM1875925,897
GSM1875926,898
GSM1875927,899
GSM1875928,900
GSM1875930,901
GSM1875931,902
GSM1875933,903
GSM1875934,904
GSM1875936,905
GSM1875939,906
GSM1875940,907
GSM1875941,908
GSM1875942,909
GSM1875943,910
GSM1875944,911
GSM1875945,912
GSM1875946,913
GSM1875949,914
GSM1875950,915
GSM1875951,916
GSM1875953,917
GSM1875957,918
GSM1875958,919
GSM1875960,920
GSM1875961,921
GSM1875962,922
GSM1875963,923
GSM1875964,924
GSM1875965,925
GSM1875966,926
GSM1875967,927
GSM1875968,928
GSM1875971,929
GSM1875973,930
GSM1875974,931
GSM1875976,932
GSM1875977,933
GSM1875978,934
GSM1875980,935
GSM1875983,936
GSM1875991,937
GSM1875993,938
GSM1875998,939
GSM1876011,940
GSM1876012,941
GSM1876013,942
GSM549230,943
GSM549231,944
GSM549232,945
GSM549233,946
GSM549234,947
GSM549236,948
GSM549237,949
GSM549238,950
GSM549242,951
GSM549244,952
GSM549245,953
GSM549246,954
GSM549248,955
GSM549249,956
GSM549250,957
GSM549251,958
GSM549252,959
GSM549253,960
GSM549254,961
GSM549255,962
GSM549256,963
GSM549257,964
GSM549260,965
GSM549262,966
GSM549263,967
GSM549265,968
GSM549267,969
GSM549271,970
GSM549273,971
GSM549278,972
GSM549282,973
GSM549287,974
GSM549289,975
GSM549290,976
GSM549291,977
GSM549296,978
GSM549298,979
GSM549303,980
GSM549309,981
GSM549310,982
GSM549311,983
GSM750734,984
GSM750735,985
GSM750736,986
GSM750738,987
GSM750739,988
GSM750741,989
GSM750742,990
GSM750743,991
GSM750744,992
GSM750745,993
GSM750746,994
GSM750749,995
GSM750750,996
GSM1050643,997
GSM1050644,998
GSM1050645,999
GSM1050646,1000
GSM1050647,1001
GSM1050648,1002
GSM1050649,1003
GSM1050650,1004
GSM1050651,1005
GSM1050652,1006
GSM1050653,1007
GSM1050654,1008
GSM1050655,1009
GSM1050656,1010
GSM1050657,1011
GSM1050658,1012
GSM1050659,1013
GSM1050660,1014
GSM1050661,1015
GSM1050662,1016
GSM1050663,1017
GSM1050664,1018
GSM1050665,1019
GSM1050666,1020
GSM1050667,1021
GSM4171495,1022
GSM4171501,1023
GSM4171503,1024
GSM4171507,1025
GSM4171509,1026
GSM4171510,1027
GSM4171512,1028
GSM4171513,1029
GSM4171519,1030
GSM4171520,1031
GSM4171526,1032
GSM4171527,1033
GSM4171528,1034
GSM4171532,1035
GSM4171550,1036
GSM4171552,1037
GSM4171555,1038
GSM4171556,1039
GSM4171561,1040
GSM4171564,1041
GSM4171568,1042
GSM4171573,1043
GSM4171575,1044
GSM4171576,1045
GSM4171579,1046
GSM4171580,1047
GSM4171581,1048
GSM4171585,1049
GSM505380,1050
GSM505381,1051
GSM505394,1052
GSM505395,1053
GSM505437,1054
GSM505447,1055
GSM1876019,1056
GSM508099,1057
GSM508159,1058
GSM809185,1059
GSM809186,1060
GSM809200,1061
GSM809202,1062
GSM809203,1063
GSM809204,1064
GSM809208,1065
GSM809209,1066
GSM809211,1067
GSM809214,1068
GSM809220,1069
GSM809221,1070
GSM809224,1071
GSM809225,1072
GSM809226,1073
GSM809227,1074
GSM809230,1075
GSM809231,1076
GSM809232,1077
GSM809236,1078
GSM809237,1079
GSM809238,1080
GSM809239,1081
GSM809245,1082
GSM809246,1083
GSM809247,1084
GSM809248,1085
GSM809251,1086
GSM809255,1087
GSM809256,1088
GSM809264,1089
GSM809266,1090
GSM809267,1091
GSM809272,1092
GSM809273,1093
GSM809274,1094
GSM809276,1095
GSM809277,1096
GSM809278,1097
GSM809280,1098
GSM809281,1099
GSM809282,1100
GSM809294,1101
GSM809295,1102
GSM508101,1103
GSM590841,1104
GSM590843,1105
GSM590844,1106
GSM590845,1107
GSM590846,1108
GSM590847,1109
GSM590849,1110
GSM590854,1111
GSM590856,1112
GSM590857,1113
GSM590859,1114
GSM590861,1115
GSM590863,1116
GSM590865,1117
GSM590866,1118
GSM590868,1119
GSM590872,1120
GSM590875,1121
GSM590876,1122
GSM590878,1123
GSM590881,1124
GSM590882,1125
GSM590883,1126
GSM590887,1127
GSM590888,1128
GSM590891,1129
GSM590892,1130
GSM590893,1131
GSM590895,1132
GSM590897,1133
GSM590899,1134
GSM590900,1135
GSM1875970,1136
GSM1875984,1137
GSM1875985,1138
GSM1875986,1139
GSM1875990,1140
GSM1875992,1141
GSM1875994,1142
GSM1875996,1143
GSM1875997,1144
GSM1875999,1145
GSM1876000,1146
GSM1876001,1147
GSM1876002,1148
GSM1876003,1149
GSM1876005,1150
GSM1876007,1151
GSM1876010,1152
GSM1876015,1153
GSM1876016,1154
GSM1876017,1155
GSM1876018,1156
GSM505509,1157
GSM505518,1158
GSM505519,1159
GSM505523,1160
GSM505525,1161
GSM505526,1162
GSM505529,1163
GSM505530,1164
GSM505532,1165
GSM505533,1166
GSM505538,1167
GSM505549,1168
GSM505550,1169
GSM505553,1170
GSM505556,1171
GSM505557,1172
GSM505565,1173
GSM505570,1174
GSM505572,1175
GSM505575,1176
GSM505576,1177
GSM505578,1178
GSM505579,1179
GSM505580,1180
GSM505585,1181
GSM505586,1182
GSM505587,1183
GSM505588,1184
GSM505590,1185
GSM505592,1186
GSM505593,1187
GSM505595,1188
GSM505599,1189
GSM505600,1190
GSM505604,1191
GSM508110,1192
GSM508125,1193
GSM508133,1194
GSM508150,1195
GSM508167,1196
GSM508187,1197
GSM505434,1198
GSM505445,1199
GSM4171496,1200
GSM4171497,1201
GSM4171499,1202
GSM4171515,1203
GSM4171517,1204
GSM4171521,1205
GSM4171522,1206
GSM4171530,1207
GSM4171531,1208
GSM4171535,1209
GSM4171536,1210
GSM4171540,1211
GSM4171541,1212
GSM4171567,1213
GSM4171572,1214
GSM4171574,1215
GSM508012,1216
GSM508013,1217
GSM508014,1218
GSM508015,1219
GSM508016,1220
GSM508017,1221
GSM508018,1222
GSM508019,1223
GSM508021,1224
GSM508024,1225
GSM508025,1226
GSM508026,1227
GSM508027,1228
GSM508028,1229
GSM508029,1230
GSM508030,1231
GSM508031,1232
GSM508032,1233
GSM508033,1234
GSM508034,1235
GSM508035,1236
GSM508036,1237
GSM508037,1238
GSM508038,1239
GSM508039,1240
GSM508040,1241
GSM508042,1242
GSM508043,1243
GSM508044,1244
GSM508045,1245
GSM508046,1246
GSM508047,1247
GSM508048,1248
GSM508049,1249
GSM508050,1250
GSM508051,1251
GSM508052,1252
GSM508053,1253
GSM508054,1254
GSM508055,1255
GSM508056,1256
GSM508057,1257
GSM508058,1258
GSM508059,1259
GSM508060,1260
GSM508061,1261
GSM508062,1262
GSM508063,1263
GSM508064,1264
GSM508065,1265
GSM508066,1266
GSM508068,1267
GSM508069,1268
GSM508070,1269
GSM508071,1270
GSM508072,1271
GSM508073,1272
GSM508074,1273
GSM508075,1274
GSM508076,1275
GSM508077,1276
GSM508078,1277
GSM508079,1278
GSM508080,1279
GSM508081,1280
GSM508082,1281
GSM508083,1282
GSM508084,1283
GSM508085,1284
GSM508086,1285
GSM508087,1286
GSM508088,1287
GSM508089,1288
GSM508090,1289
GSM508091,1290
GSM508092,1291
GSM508093,1292
GSM508094,1293
GSM508095,1294
GSM508096,1295
GSM508097,1296
GSM508098,1297
GSM1705389,1298
GSM1705390,1299
GSM1705391,1300
GSM1705392,1301
GSM1705393,1302
GSM1705394,1303
GSM1705395,1304
GSM1705396,1305
GSM1705397,1306
GSM1705398,1307
GSM1705399,1308
GSM1705400,1309
GSM1705401,1310
GSM1705402,1311
GSM1705403,1312
GSM1705404,1313
GSM710801,1314
GSM710802,1315
GSM710803,1316
GSM710804,1317
GSM710805,1318
GSM710806,1319
GSM710807,1320
GSM710808,1321
GSM710809,1322
GSM710810,1323
GSM710811,1324
GSM710812,1325
GSM710813,1326
GSM710814,1327
GSM710815,1328
GSM710816,1329
GSM710817,1330
GSM710818,1331
GSM710819,1332
GSM710820,1333
GSM710821,1334
GSM710822,1335
GSM710823,1336
GSM710824,1337
GSM710825,1338
GSM710826,1339
GSM710827,1340
GSM710828,1341
GSM710829,1342
GSM710830,1343
GSM710831,1344
GSM710832,1345
GSM710833,1346
GSM710834,1347
GSM710835,1348
GSM710836,1349
GSM710837,1350
GSM710839,1351
GSM710841,1352
GSM710843,1353
GSM710845,1354
GSM710846,1355
GSM710849,1356
GSM710853,1357
GSM710855,1358
GSM710858,1359
GSM710860,1360
GSM710862,1361
GSM710863,1362
GSM710865,1363
GSM710867,1364
GSM710869,1365
GSM710871,1366
GSM710873,1367
GSM710875,1368
GSM710877,1369
GSM710879,1370
GSM710881,1371
GSM710883,1372
GSM710885,1373
GSM710886,1374
GSM710888,1375
GSM710890,1376
GSM710892,1377
GSM710894,1378
GSM710896,1379
GSM710898,1380
GSM710900,1381
GSM710902,1382
GSM710905,1383
GSM710906,1384
GSM710908,1385
GSM710911,1386
GSM710913,1387
GSM710915,1388
GSM710916,1389
GSM710918,1390
GSM710920,1391
GSM710922,1392
GSM710924,1393
GSM710926,1394
GSM710928,1395
GSM710930,1396
GSM1875995,1397
GSM590840,1398
GSM590842,1399
GSM590848,1400
GSM590850,1401
GSM590851,1402
GSM590852,1403
GSM590853,1404
GSM590855,1405
GSM590858,1406
GSM590860,1407
GSM590862,1408
GSM590864,1409
GSM590867,1410
GSM590869,1411
GSM590870,1412
GSM590871,1413
GSM590873,1414
GSM590874,1415
GSM590877,1416
GSM590879,1417
GSM590880,1418
GSM590884,1419
GSM590885,1420
GSM590886,1421
GSM590889,1422
GSM590890,1423
GSM590894,1424
GSM590896,1425
GSM590898,1426
GSM1876014,1427
GSM465184,1428
GSM465186,1429
GSM465190,1430
GSM465191,1431
GSM465194,1432
GSM465198,1433
GSM465201,1434
GSM465203,1435
GSM465206,1436
GSM465209,1437
GSM465210,1438
GSM465215,1439
GSM465216,1440
GSM465221,1441
GSM465223,1442
GSM465228,1443
GSM465230,1444
GSM465233,1445
GSM465235,1446
GSM465237,1447
GSM465240,1448
GSM508020,1449
