cell,cell_index
TCGA-BQ-7059-11,317
TCGA-BH-A0AZ-11,318
TCGA-EL-A3T0-11,319
TCGA-B0-5706-11,320
TCGA-CV-7250-11,321
TCGA-44-6145-11,322
TCGA-44-2661-11,323
TCGA-HC-8258-11,324
TCGA-43-5670-11,325
TCGA-CZ-5463-11,326
TCGA-43-6143-11,327
TCGA-BQ-7051-11,328
TCGA-60-2709-11,329
TCGA-DO-A1JZ-11,330
TCGA-FL-A1YV-11,331
TCGA-J4-A83J-11,332
TCGA-BG-A3EW-11,333
TCGA-55-6978-11,334
TCGA-CW-6088-11,335
TCGA-49-6743-11,336
TCGA-HC-7752-11,337
TCGA-KN-8433-11,338
TCGA-CJ-5678-11,339
TCGA-EP-A12J-11,340
TCGA-AA-3534-11,341
TCGA-A6-2679-11,342
TCGA-KL-8332-11,343
TCGA-49-6761-11,344
TCGA-CZ-5982-11,345
TCGA-IC-A6RF-11,346
TCGA-B0-5697-11,347
TCGA-BC-A10R-11,348
TCGA-49-4490-11,349
TCGA-B0-5691-11,350
TCGA-H2-A3RI-11,351
TCGA-06-0675-11,352
TCGA-AH-6643-11,353
TCGA-CH-5768-11,354
TCGA-AA-3660-11,355
TCGA-E2-A1BC-11,356
TCGA-AZ-6605-11,357
TCGA-AZ-6601-11,358
TCGA-HC-7742-11,359
TCGA-CZ-5456-11,360
TCGA-55-6982-11,361
TCGA-EJ-7327-11,362
TCGA-AX-A0IZ-11,363
TCGA-22-5483-11,364
TCGA-BH-A0BZ-11,365
TCGA-B8-4620-11,366
TCGA-CJ-5672-11,367
TCGA-YB-A89D-11,368
TCGA-38-4632-11,369
TCGA-A6-2671-11,370
TCGA-KN-8425-11,371
TCGA-BJ-A28W-11,372
TCGA-50-5933-11,373
TCGA-A6-2680-11,374
TCGA-E2-A1LH-11,375
TCGA-BH-A18P-11,376
TCGA-BH-A0B3-11,377
TCGA-FL-A1YL-11,378
TCGA-CV-6956-11,379
TCGA-CV-7261-11,380
TCGA-44-6778-11,381
TCGA-EL-A3ZL-11,382
TCGA-AA-3511-11,383
TCGA-77-8007-11,384
TCGA-CV-6943-11,385
TCGA-E9-A1N9-11,386
TCGA-CV-6955-11,387
TCGA-22-5478-11,388
TCGA-EL-A3T1-11,389
TCGA-H2-A2K9-11,390
TCGA-EL-A3ZP-11,391
TCGA-BH-A0BM-11,392
TCGA-BH-A0E1-11,393
TCGA-77-7142-11,394
TCGA-BH-A0BJ-11,395
TCGA-AG-3742-11,396
TCGA-EM-A1CS-11,397
TCGA-FU-A3EO-11,398
TCGA-BQ-5888-11,399
TCGA-EL-A3ZG-11,400
TCGA-AA-3520-11,401
TCGA-AA-3489-11,402
TCGA-HC-8262-11,403
TCGA-AA-3496-11,404
TCGA-44-2662-11,405
TCGA-A7-A0CH-11,406
TCGA-G9-6351-11,407
TCGA-A7-A0DC-11,408
TCGA-L5-A4OR-11,409
TCGA-BC-A10T-11,410
TCGA-FV-A2QR-11,411
TCGA-BR-7703-11,412
TCGA-ET-A3DP-11,413
TCGA-CJ-5679-11,414
TCGA-BH-A203-11,415
TCGA-BR-6564-11,416
TCGA-G9-6342-11,417
TCGA-50-6595-11,418
TCGA-CV-6933-11,419
TCGA-GD-A3OQ-11,420
TCGA-BH-A18R-11,421
TCGA-HU-A4G3-11,422
TCGA-EJ-7793-11,423
TCGA-CV-7255-11,424
TCGA-DD-A1EI-11,425
TCGA-44-2668-11,426
TCGA-BC-A10X-11,427
TCGA-EJ-7782-11,428
TCGA-A6-5667-11,429
TCGA-BH-A1FJ-11,430
TCGA-GL-A9DE-11,431
TCGA-CW-5589-11,432
TCGA-BJ-A3PR-11,433
TCGA-06-0680-11,434
TCGA-AA-3525-11,435
TCGA-CG-5728-11,436
TCGA-KN-8436-11,437
TCGA-56-7580-11,438
TCGA-BJ-A2N9-11,439
TCGA-BQ-5877-11,440
TCGA-BD-A3EP-11,441
TCGA-AZ-6600-11,442
TCGA-IN-7806-11,443
TCGA-56-8201-11,444
TCGA-22-5471-11,445
TCGA-CV-7425-11,446
TCGA-KN-8427-11,447
TCGA-EJ-7314-11,448
TCGA-BH-A1FB-11,449
TCGA-CJ-6030-11,450
TCGA-CV-7238-11,451
TCGA-44-6776-11,452
TCGA-EJ-7789-11,453
TCGA-AF-2689-11,454
TCGA-HU-A4GC-11,455
TCGA-CZ-5457-11,456
TCGA-BH-A0BS-11,457
TCGA-EJ-A8FO-11,458
TCGA-BR-7715-11,459
TCGA-BH-A0DO-11,460
TCGA-CJ-5680-11,461
TCGA-BH-A0DK-11,462
TCGA-CZ-5469-11,463
TCGA-CG-5733-11,464
TCGA-EL-A3ZH-11,465
TCGA-44-6777-11,466
TCGA-BR-7704-11,467
TCGA-L5-A4OM-11,468
TCGA-GD-A3OP-11,469
TCGA-BH-A1FN-11,470
TCGA-CZ-5466-11,471
TCGA-BQ-5894-11,472
TCGA-FL-A3WE-11,473
TCGA-BD-A2L6-11,474
TCGA-DD-A11D-11,475
TCGA-EL-A3T7-11,476
TCGA-DD-A118-11,477
TCGA-BQ-7061-11,478
TCGA-CV-7437-11,479
TCGA-EL-A3T3-11,480
TCGA-AA-3514-11,481
TCGA-FL-A1YI-11,482
TCGA-CJ-5689-11,483
TCGA-G9-6496-11,484
TCGA-BG-A2AD-11,485
TCGA-CW-5587-11,486
TCGA-BH-A1FG-11,487
TCGA-G9-6348-11,488
TCGA-DD-A39V-11,489
TCGA-WA-A7GZ-11,490
TCGA-BH-A1F8-11,491
TCGA-HC-7211-11,492
TCGA-BH-A0BV-11,493
TCGA-AJ-A3NC-11,494
TCGA-HD-A6I0-11,495
TCGA-CV-6962-11,496
TCGA-BH-A0AU-11,497
TCGA-BQ-5890-11,498
TCGA-56-7730-11,499
TCGA-91-6849-11,500
TCGA-A7-A13G-11,501
TCGA-CZ-5985-11,502
TCGA-55-6969-11,503
TCGA-BH-A0H5-11,504
TCGA-56-7731-11,505
TCGA-CV-7423-11,506
TCGA-90-6837-11,507
TCGA-BH-A1EV-11,508
TCGA-A6-5662-11,509
TCGA-L5-A4OO-11,510
TCGA-CV-7432-11,511
TCGA-EJ-7321-11,512
TCGA-BQ-5882-11,513
TCGA-EJ-7331-11,514
TCGA-AZ-6599-11,515
TCGA-BT-A20W-11,516
TCGA-AA-3655-11,517
TCGA-BH-A1FH-11,518
TCGA-E9-A1RI-11,519
TCGA-BC-A10W-11,520
TCGA-AF-3400-11,521
TCGA-EL-A3TA-11,522
TCGA-G9-6356-11,523
TCGA-A7-A0D9-11,524
TCGA-BK-A4ZD-11,525
TCGA-EL-A3H2-11,526
TCGA-AA-3697-11,527
TCGA-EP-A26S-11,528
TCGA-BH-A0B8-11,529
TCGA-DD-A3A1-11,530
TCGA-DI-A2QY-11,531
TCGA-E9-A1NG-11,532
TCGA-BR-6458-11,533
TCGA-E9-A1RB-11,534
TCGA-B0-5703-11,535
TCGA-AA-3662-11,536
TCGA-A6-2675-11,537
TCGA-FV-A3R2-11,538
TCGA-EL-A3MW-11,539
TCGA-BH-A18L-11,540
TCGA-EJ-7784-11,541
TCGA-BQ-5884-11,542
TCGA-DD-A119-11,543
TCGA-BH-A1EU-11,544
TCGA-43-6771-11,545
TCGA-HC-8259-11,546
TCGA-AX-A2HC-11,547
TCGA-V5-A7RE-11,548
TCGA-BQ-7046-11,549
TCGA-H6-8124-11,550
TCGA-AA-3527-11,551
TCGA-55-6972-11,552
TCGA-EL-A3T2-11,553
TCGA-KO-8415-11,554
TCGA-FL-A1YH-11,555
TCGA-GD-A2C5-11,556
TCGA-CV-7252-11,557
TCGA-CH-5767-11,558
TCGA-EM-A1CW-11,559
TCGA-BQ-5887-11,560
TCGA-H7-A6C4-11,561
TCGA-56-8082-11,562
TCGA-B0-5694-11,563
TCGA-BH-A0DZ-11,564
TCGA-E9-A1N5-11,565
TCGA-FL-A1YT-11,566
TCGA-E8-A2JQ-11,567
TCGA-A6-2683-11,568
TCGA-CV-7183-11,569
TCGA-B8-4622-11,570
TCGA-AA-3663-11,571
TCGA-56-8083-11,572
TCGA-GL-A59R-11,573
TCGA-43-7657-11,574
TCGA-IC-A6RE-11,575
TCGA-AG-3732-11,576
TCGA-CZ-5455-11,577
TCGA-B0-5712-11,578
TCGA-FV-A23B-11,579
TCGA-55-6981-11,580
TCGA-BH-A0DQ-11,581
TCGA-22-5482-11,582
TCGA-HC-7819-11,583
TCGA-BH-A18U-11,584
TCGA-50-5930-11,585
TCGA-CV-7242-11,586
TCGA-E2-A15M-11,587
TCGA-CW-6090-11,588
TCGA-DZ-6131-11,589
TCGA-CV-6938-11,590
TCGA-H7-A6C5-11,591
TCGA-55-6968-11,592
TCGA-L5-A4OJ-11,593
TCGA-BH-A18Q-11,594
TCGA-EL-A3ZO-11,595
TCGA-AC-A2FF-11,596
TCGA-L5-A4OF-11,597
TCGA-HC-7740-11,598
TCGA-FY-A3TY-11,599
TCGA-DD-A1EE-11,600
TCGA-CZ-5458-11,601
TCGA-DD-A1EB-11,602
TCGA-FL-A1YN-11,603
TCGA-34-8454-11,604
TCGA-BH-A1FE-11,605
TCGA-91-6836-11,606
TCGA-GE-A2C6-11,607
TCGA-BH-A18V-11,608
TCGA-A6-2685-11,609
TCGA-KN-8432-11,610
TCGA-BH-A0BT-11,611
TCGA-BH-A0C0-11,612
TCGA-BH-A0DT-11,613
TCGA-AA-3713-11,614
TCGA-50-5931-11,615
TCGA-G9-6384-11,616
TCGA-P4-A5E8-11,617
TCGA-B0-5696-11,618
TCGA-H6-A45N-11,619
TCGA-HU-A4HB-11,620
TCGA-51-4079-11,621
TCGA-GI-A2C8-11,622
TCGA-56-8309-11,623
TCGA-BH-A0DL-11,624
TCGA-BH-A18J-11,625
TCGA-KN-8423-11,626
TCGA-EL-A3T8-11,627
TCGA-EM-A3ST-11,628
TCGA-L5-A43C-11,629
TCGA-55-6983-11,630
TCGA-L5-A4OQ-11,631
TCGA-CZ-5453-11,632
TCGA-55-6984-11,633
TCGA-BH-A1FR-11,634
TCGA-BJ-A2NA-11,635
TCGA-EM-A1CU-11,636
TCGA-44-2655-11,637
TCGA-BH-A0BC-11,638
TCGA-HC-8260-11,639
TCGA-CV-7438-11,640
TCGA-91-6831-11,641
TCGA-50-5935-11,642
TCGA-KN-8437-11,643
TCGA-73-4676-11,644
TCGA-EJ-7781-11,645
TCGA-BH-A18K-11,646
TCGA-B0-5699-11,647
TCGA-CV-6936-11,648
TCGA-AJ-A3NH-11,649
TCGA-44-3396-11,650
TCGA-85-7710-11,651
TCGA-E2-A1IG-11,652
TCGA-EJ-7330-11,653
TCGA-BH-A0DG-11,654
TCGA-DD-A1EH-11,655
TCGA-AA-3522-11,656
TCGA-EL-A3ZM-11,657
TCGA-EL-A3MY-11,658
TCGA-BT-A2LB-11,659
TCGA-GC-A3WC-11,660
TCGA-DD-A3A3-11,661
TCGA-DD-A1EL-11,662
TCGA-22-5472-11,663
TCGA-KN-8426-11,664
TCGA-BH-A1FM-11,665
TCGA-44-5645-11,666
TCGA-BH-A1FC-11,667
TCGA-BH-A0H7-11,668
TCGA-HM-A3JJ-11,669
TCGA-BC-A10Z-11,670
TCGA-CZ-5986-11,671
TCGA-BH-A0AY-11,672
TCGA-BH-A1F0-11,673
TCGA-CJ-5681-11,674
TCGA-AF-2692-11,675
TCGA-FV-A3I1-11,676
TCGA-BQ-7044-11,677
TCGA-EL-A3ZQ-11,678
TCGA-KN-8430-11,679
TCGA-BJ-A2N7-11,680
TCGA-BQ-7055-11,681
TCGA-EJ-7115-11,682
TCGA-BR-6802-11,683
TCGA-EL-A3TB-11,684
TCGA-B0-5402-11,685
TCGA-CG-5720-11,686
TCGA-55-6970-11,687
TCGA-AX-A0J0-11,688
TCGA-DD-A11C-11,689
TCGA-BC-A10Q-11,690
TCGA-CZ-5989-11,691
TCGA-KO-8403-11,692
TCGA-EL-A3MX-11,693
TCGA-CW-5580-11,694
TCGA-HU-A4GY-11,695
TCGA-B0-5690-11,696
TCGA-KN-8429-11,697
TCGA-DZ-6134-11,698
TCGA-BH-A1EN-11,699
TCGA-90-7767-11,700
TCGA-CW-5584-11,701
TCGA-EJ-7783-11,702
TCGA-E9-A1RC-11,703
TCGA-FP-7829-11,704
TCGA-CZ-5451-11,705
TCGA-56-7222-11,706
TCGA-E2-A15K-11,707
TCGA-55-6985-11,708
TCGA-IN-AB1X-11,709
TCGA-FV-A3I0-11,710
